"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24852","打开后台页面","Microsoft Edge","Tue Feb 10 17:49:16 UTC 2026","passed","Tue Feb 10 17:49:40 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","4961","打开后台页面","chromium","Tue Feb 10 17:49:16 UTC 2026","passed","Tue Feb 10 17:49:21 UTC 2026","后台管理","features/admin.feature.spec.js","",""
