"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40477","打开后台页面","Microsoft Edge","Sat May 23 13:12:32 UTC 2026","passed","Sat May 23 13:13:12 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5991","打开后台页面","chromium","Sat May 23 13:12:32 UTC 2026","passed","Sat May 23 13:12:38 UTC 2026","后台管理","features/admin.feature.spec.js","",""
