"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32710","打开后台页面","Microsoft Edge","Sat Mar 07 15:47:43 UTC 2026","passed","Sat Mar 07 15:48:16 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5234","打开后台页面","chromium","Sat Mar 07 15:47:43 UTC 2026","passed","Sat Mar 07 15:47:48 UTC 2026","后台管理","features/admin.feature.spec.js","",""
