"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24866","打开后台页面","Microsoft Edge","Tue May 19 09:28:00 UTC 2026","passed","Tue May 19 09:28:25 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","4552","打开后台页面","chromium","Tue May 19 09:28:00 UTC 2026","passed","Tue May 19 09:28:04 UTC 2026","后台管理","features/admin.feature.spec.js","",""
