"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33081","打开后台页面","Microsoft Edge","Sat Mar 07 15:58:18 UTC 2026","passed","Sat Mar 07 15:58:51 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5454","打开后台页面","chromium","Sat Mar 07 15:58:18 UTC 2026","passed","Sat Mar 07 15:58:24 UTC 2026","后台管理","features/admin.feature.spec.js","",""
