"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25292","打开后台页面","Microsoft Edge","Mon Mar 02 14:35:39 UTC 2026","passed","Mon Mar 02 14:36:04 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5968","打开后台页面","chromium","Mon Mar 02 14:35:39 UTC 2026","passed","Mon Mar 02 14:35:45 UTC 2026","后台管理","features/admin.feature.spec.js","",""
