"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22477","打开后台页面","Microsoft Edge","Mon Mar 02 14:16:39 UTC 2026","passed","Mon Mar 02 14:17:02 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","4447","打开后台页面","chromium","Mon Mar 02 14:16:39 UTC 2026","passed","Mon Mar 02 14:16:44 UTC 2026","后台管理","features/admin.feature.spec.js","",""
