"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4528","打开后台页面","chromium","Thu May 21 17:27:25 UTC 2026","passed","Thu May 21 17:27:29 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","16801","打开后台页面","Microsoft Edge","Thu May 21 17:27:25 UTC 2026","passed","Thu May 21 17:27:41 UTC 2026","后台管理","features/admin.feature.spec.js","",""
