"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7141","打开后台页面","chromium","Thu May 21 17:19:45 UTC 2026","passed","Thu May 21 17:19:52 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","54255","打开后台页面","Microsoft Edge","Thu May 21 17:19:45 UTC 2026","passed","Thu May 21 17:20:39 UTC 2026","后台管理","features/admin.feature.spec.js","",""
