"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4717","打开后台页面","chromium","Thu May 21 17:28:14 UTC 2026","passed","Thu May 21 17:28:19 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","32978","打开后台页面","Microsoft Edge","Thu May 21 17:28:14 UTC 2026","passed","Thu May 21 17:28:47 UTC 2026","后台管理","features/admin.feature.spec.js","",""
