"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15836","打开后台页面","Microsoft Edge","Thu Jan 22 13:17:07 UTC 2026","passed","Thu Jan 22 13:17:23 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5055","打开后台页面","chromium","Thu Jan 22 13:17:07 UTC 2026","passed","Thu Jan 22 13:17:12 UTC 2026","后台管理","features/admin.feature.spec.js","",""
