"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14167","打开后台页面","Microsoft Edge","Thu Apr 09 05:07:51 UTC 2026","passed","Thu Apr 09 05:08:05 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","4773","打开后台页面","chromium","Thu Apr 09 05:07:51 UTC 2026","passed","Thu Apr 09 05:07:55 UTC 2026","后台管理","features/admin.feature.spec.js","",""
