"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5120","打开后台页面","chromium","Sat Mar 07 16:13:35 UTC 2026","passed","Sat Mar 07 16:13:40 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","29950","打开后台页面","Microsoft Edge","Sat Mar 07 16:13:35 UTC 2026","passed","Sat Mar 07 16:14:05 UTC 2026","后台管理","features/admin.feature.spec.js","",""
