"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5946","打开后台页面","chromium","Tue May 19 09:30:53 UTC 2026","passed","Tue May 19 09:30:59 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","47787","打开后台页面","Microsoft Edge","Tue May 19 09:30:53 UTC 2026","passed","Tue May 19 09:31:41 UTC 2026","后台管理","features/admin.feature.spec.js","",""
