"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26172","打开后台页面","Microsoft Edge","Fri Feb 27 04:18:51 UTC 2026","passed","Fri Feb 27 04:19:17 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5505","打开后台页面","chromium","Fri Feb 27 04:18:51 UTC 2026","passed","Fri Feb 27 04:18:57 UTC 2026","后台管理","features/admin.feature.spec.js","",""
