"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9810","打开后台页面","Microsoft Edge","Sat May 23 13:18:26 UTC 2026","passed","Sat May 23 13:18:36 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","5451","打开后台页面","chromium","Sat May 23 13:18:26 UTC 2026","passed","Sat May 23 13:18:31 UTC 2026","后台管理","features/admin.feature.spec.js","",""
