"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4154","打开后台页面","chromium","Sat May 23 13:19:25 UTC 2026","passed","Sat May 23 13:19:29 UTC 2026","后台管理","features/admin.feature.spec.js","",""
"","12129","打开后台页面","Microsoft Edge","Sat May 23 13:19:25 UTC 2026","passed","Sat May 23 13:19:37 UTC 2026","后台管理","features/admin.feature.spec.js","",""
